11,9,物理,
11,11,化学,
11,12,生物,
11,13,地理,
12,7,历史,
12,8,政治,
12,11,化学,
12,12,生物,
12,13,地理,
13,1,物理,
13,7,历史,
13,8,政治,
13,9,物理,
13,12,生物,
13,13,地理,
